"id";"nome";"estado_id"
859;"SAO JOSE DO DIVINO";17
860;"SAO JOSE DO PEIXE";17
861;"SAO JOSE DO PIAUI";17
862;"SAO JULIAO";17
863;"SAO LOURENCO DO PIAUI";17
864;"SAO LUIS DO PIAUI";17
865;"SAO MIGUEL DA BAIXA GRAND";17
866;"SAO MIGUEL DO FIDALGO";17
867;"SAO MIGUEL DO TAPUIO";17
868;"SAO PEDRO DO PIAUI";17
869;"SAO RAIMUNDO NONATO";17
870;"SEBASTIAO BARROS";17
871;"SEBASTIAO LEAL";17
872;"SIGEFREDO PACHECO";17
873;"SIMOES";17
874;"SIMPLICIO MENDES";17
875;"SOCORRO DO PIAUI";17
876;"SUSSUAPARA";17
877;"TAMBORIL DO PIAUI";17
878;"TANQUE DO PIAUI";17
879;"TERESINA";17
880;"UNIAO";17
881;"URUCUI";17
882;"VALENCA DO PIAUI";17
883;"VARZEA BRANCA";17
884;"VARZEA GRANDE";17
885;"VERA MENDES";17
886;"VILA NOVA DO PIAUI";17
887;"WALL FERRAZ";17
888;"ABAIARA";18
889;"ACARAPE";18
890;"ACARAU";18
891;"ACOPIARA";18
892;"AIUABA";18
893;"ALCANTARAS";18
894;"ALTANEIRA";18
895;"ALTO SANTO";18
896;"AMONTADA";18
897;"ANTONINA DO NORTE";18
898;"APUIARES";18
899;"AQUIRAZ";18
900;"ARACATI";18
901;"ARACOIABA";18
902;"ARARENDA";18
903;"ARARIPE";18
904;"ARATUBA";18
905;"ARNEIROZ";18
906;"ASSARE";18
907;"AURORA";18
908;"BAIXIO";18
909;"BANABUIU";18
910;"BARBALHA";18
911;"BARREIRA";18
912;"BARRO";18
913;"BARROQUINHA";18
914;"BATURITE";18
915;"BEBERIBE";18
916;"BELA CRUZ";18
917;"BOA VIAGEM";18
918;"BREJO SANTO";18
919;"CAMOCIM";18
920;"CAMPOS SALES";18
921;"CANINDE";18
922;"CAPISTRANO";18
923;"CARIDADE";18
924;"CARIRE";18
925;"CARIRIACU";18
926;"CARIUS";18
927;"CARNAUBAL";18
928;"CASCAVEL";18
929;"CATARINA";18
930;"CATUNDA";18
931;"CAUCAIA";18
932;"CEDRO";18
933;"CHAVAL";18
934;"CHORO";18
935;"CHOROZINHO";18
936;"COREAU";18
937;"CRATEUS";18
938;"CRATO";18
939;"CROATA";18
940;"CRUZ";18
941;"DEPUTADO IRAPUAN PINHEIRO";18
942;"ERERE";18
943;"EUSEBIO";18
944;"FARIAS BRITO";18
945;"FORQUILHA";18
946;"FORTALEZA";18
947;"FORTIM";18
948;"FRECHEIRINHA";18
949;"GENERAL SAMPAIO";18
950;"GRACA";18
951;"GRANJA";18
952;"GRANJEIRO";18
953;"GROAIRAS";18
954;"GUAIUBA";18
955;"GUARACIABA DO NORTE";18
956;"GUARAMIRANGA";18
957;"HIDROLANDIA";18
958;"HORIZONTE";18
959;"IBARETAMA";18
960;"IBIAPINA";18
961;"IBICUITINGA";18
962;"ICAPUI";18
963;"ICO";18
964;"IGUATU";18
965;"INDEPENDENCIA";18
966;"IPAPORANGA";18
967;"IPAUMIRIM";18
968;"IPU";18
969;"IPUEIRAS";18
970;"IRACEMA";18
971;"IRAUCUBA";18
972;"ITAICABA";18
973;"ITAITINGA";18
974;"ITAPAGE";18
975;"ITAPIPOCA";18
976;"ITAPIUNA";18
977;"ITAREMA";18
978;"ITATIRA";18
979;"JAGUARETAMA";18
980;"JAGUARIBARA";18
981;"JAGUARIBE";18
982;"JAGUARUANA";18
983;"JARDIM";18
984;"JATI";18
985;"JIJOCA DE JERICOACOARA";18
986;"JUAZEIRO DO NORTE";18
987;"JUCAS";18
988;"LAVRAS DA MANGABEIRA";18
989;"LIMOEIRO DO NORTE";18
990;"MADALENA";18
991;"MARACANAU";18
992;"MARANGUAPE";18
993;"MARCO";18
994;"MARTINOPOLE";18
995;"MASSAPE";18
996;"MAURITI";18
997;"MERUOCA";18
998;"MILAGRES";18
999;"MILHA";18
1000;"MIRAIMA";18
1001;"MISSAO VELHA";18
1002;"MOMBACA";18
1003;"MONSENHOR TABOSA";18
1004;"MORADA NOVA";18
1005;"MORAUJO";18
1006;"MORRINHOS";18
1007;"MUCAMBO";18
1008;"MULUNGU";18
1009;"NOVA OLINDA";18
1010;"NOVA RUSSAS";18
1011;"NOVO ORIENTE";18
1012;"OCARA";18
1013;"OROS";18
1014;"PACAJUS";18
1015;"PACATUBA";18
1016;"PACOTI";18
1017;"PACUJA";18
1018;"PALHANO";18
1019;"PALMACIA";18
1020;"PARACURU";18
1021;"PARAIPABA";18
1022;"PARAMBU";18
1023;"PARAMOTI";18
1024;"PEDRA BRANCA";18
1025;"PENAFORTE";18
1026;"PENTECOSTE";18
1027;"PEREIRO";18
1028;"PINDORETAMA";18
1029;"PIQUET CARNEIRO";18
1030;"PIRES FERREIRA";18
1031;"PORANGA";18
1032;"PORTEIRAS";18
1033;"POTENGI";18
1034;"POTIRETAMA";18
1035;"QUITERIANOPOLIS";18
1036;"QUIXADA";18
1037;"QUIXELO";18
1038;"QUIXERAMOBIM";18
1039;"QUIXERE";18
1040;"REDENCAO";18
1041;"RERIUTABA";18
1042;"RUSSAS";18
1043;"SABOEIRO";18
1044;"SALITRE";18
1045;"SANTANA DO ACARAU";18
1046;"SANTANA DO CARIRI";18
1047;"SANTA QUITERIA";18
1048;"SAO BENEDITO";18
1049;"SAO GONCALO DO AMARANTE";18
1050;"SAO JOAO DO JAGUARIBE";18
1051;"SAO LUIS DO CURU";18
1052;"SENADOR POMPEU";18
1053;"SENADOR SA";18
1054;"SOBRAL";18
1055;"SOLONOPOLE";18
1056;"TABULEIRO DO NORTE";18
1057;"TAMBORIL";18
1058;"TARRAFAS";18
1059;"TAUA";18
1060;"TEJUCUOCA";18
1061;"TIANGUA";18
1062;"TRAIRI";18
1063;"TURURU";18
1064;"UBAJARA";18
1065;"UMARI";18
1066;"UMIRIM";18
1067;"URUBURETAMA";18
1068;"URUOCA";18
1069;"VARJOTA";18
1070;"VARZEA ALEGRE";18
1071;"VICOSA DO CEARA";18
1072;"ACARI";19
1073;"ACU";19
1074;"AFONSO BEZERRA";19
1075;"AGUA NOVA";19
1076;"ALEXANDRIA";19
1077;"ALMINO AFONSO";19
1078;"ALTO DO RODRIGUES";19
1079;"ANGICOS";19
1080;"ANTONIO MARTINS";19
1081;"APODI";19
1082;"AREIA BRANCA";19
1083;"ARES";19
1084;"AUGUSTO SEVERO";19
1085;"BAIA FORMOSA";19
1086;"BARAUNA";19
1087;"BARCELONA";19
1088;"BENTO FERNANDES";19
1089;"BODO";19
1090;"BOM JESUS";19
1091;"BREJINHO";19
1092;"CAICARA DO NORTE";19
1093;"CAICARA DO RIO DO VENTO";19
1094;"CAICO";19
1095;"CAMPO REDONDO";19
1096;"CANGUARETAMA";19
1097;"CARAUBAS";19
1098;"CARNAUBA DOS DANTAS";19
1099;"CARNAUBAIS";19
1100;"CEARA-MIRIM";19
1101;"CERRO CORA";19
1102;"CORONEL EZEQUIEL";19
1103;"CORONEL JOAO PESSOA";19
1104;"CRUZETA";19
1105;"CURRAIS NOVOS";19
1106;"DOUTOR SEVERIANO";19
1107;"PARNAMIRIM";19
1108;"ENCANTO";19
1109;"EQUADOR";19
1110;"ESPIRITO SANTO";19
1111;"EXTREMOZ";19
1112;"FELIPE GUERRA";19
1113;"FERNANDO PEDROZA";19
1114;"FLORANIA";19
1115;"FRANCISCO DANTAS";19
1116;"FRUTUOSO GOMES";19
1117;"GALINHOS";19
1118;"GOIANINHA";19
1119;"GOVERNADOR DIX-SEPT ROSAD";19
1120;"GROSSOS";19
1121;"GUAMARE";19
1122;"IELMO MARINHO";19
1123;"IPANGUACU";19
1124;"IPUEIRA";19
1125;"ITAJA";19
1126;"ITAU";19
1127;"JACANA";19
1128;"JANDAIRA";19
1129;"JANDUIS";19
1130;"JANUARIO CICCO";19
1131;"JAPI";19
1132;"JARDIM DE ANGICOS";19
1133;"JARDIM DE PIRANHAS";19
1134;"JARDIM DO SERIDO";19
1135;"JOAO CAMARA";19
1136;"JOAO DIAS";19
1137;"JOSE DA PENHA";19
1138;"JUCURUTU";19
1139;"LAGOA D'ANTA";19
1140;"LAGOA DE PEDRAS";19
1141;"LAGOA DE VELHOS";19
1142;"LAGOA NOVA";19
1143;"LAGOA SALGADA";19
1144;"LAJES";19
1145;"LAJES PINTADAS";19
1146;"LUCRECIA";19
1147;"LUIS GOMES";19
1148;"MACAIBA";19
1149;"MACAU";19
1150;"MAJOR SALES";19
1151;"MARCELINO VIEIRA";19
1152;"MARTINS";19
1153;"MAXARANGUAPE";19
1154;"MESSIAS TARGINO";19
1155;"MONTANHAS";19
1156;"MONTE ALEGRE";19
1157;"MONTE DAS GAMELEIRAS";19
1158;"MOSSORO";19
1159;"NATAL";19
1160;"NISIA FLORESTA";19
1161;"NOVA CRUZ";19
1162;"OLHO-D'AGUA DO BORGES";19
1163;"OURO BRANCO";19
1164;"PARANA";19
1165;"PARAU";19
1166;"PARAZINHO";19
1167;"PARELHAS";19
1168;"RIO DO FOGO";19
1169;"PASSA E FICA";19
1170;"PASSAGEM";19
1171;"PATU";19
1172;"SANTA MARIA";19
1173;"PAU DOS FERROS";19
1174;"PEDRA GRANDE";19
1175;"PEDRA PRETA";19
1176;"PEDRO AVELINO";19
1177;"PEDRO VELHO";19
1178;"PENDENCIAS";19
1179;"PILOES";19
1180;"POCO BRANCO";19
1181;"PORTALEGRE";19
1182;"PORTO DO MANGUE";19
1183;"PRESIDENTE JUSCELINO";19
1184;"PUREZA";19
1185;"RAFAEL FERNANDES";19
1186;"RAFAEL GODEIRO";19
1187;"RIACHO DA CRUZ";19
1188;"RIACHO DE SANTANA";19
1189;"RIACHUELO";19
1190;"RODOLFO FERNANDES";19
1191;"TIBAU";19
1192;"RUY BARBOSA";19
1193;"SANTA CRUZ";19
1194;"SANTANA DO MATOS";19
1195;"SANTANA DO SERIDO";19
1196;"SANTO ANTONIO";19
1197;"SAO BENTO DO NORTE";19
1198;"SAO BENTO DO TRAIRI";19
1199;"SAO FERNANDO";19
1200;"SAO FRANCISCO DO OESTE";19
1201;"SAO GONCALO DO AMARANTE";19
1202;"SAO JOAO DO SABUGI";19
1203;"SAO JOSE DE MIPIBU";19
1204;"SAO JOSE DO CAMPESTRE";19
1205;"SAO JOSE DO SERIDO";19
1206;"SAO MIGUEL";19
1207;"SAO MIGUEL DE TOUROS";19
1208;"SAO PAULO DO POTENGI";19
1209;"SAO PEDRO";19
1210;"SAO RAFAEL";19
1211;"SAO TOME";19
1212;"SAO VICENTE";19
1213;"SENADOR ELOI DE SOUZA";19
1214;"SENADOR GEORGINO AVELINO";19
1215;"SERRA DE SAO BENTO";19
1216;"SERRA DO MEL";19
1217;"SERRA NEGRA DO NORTE";19
1218;"SERRINHA";19
1219;"SERRINHA DOS PINTOS";19
1220;"SEVERIANO MELO";19
1221;"SITIO NOVO";19
1222;"TABOLEIRO GRANDE";19
1223;"TAIPU";19
1224;"TANGARA";19
1225;"TENENTE ANANIAS";19
1226;"TENENTE LAURENTINO CRUZ";19
1227;"TIBAU DO SUL";19
1228;"TIMBAUBA DOS BATISTAS";19
1229;"TOUROS";19
1230;"TRIUNFO POTIGUAR";19
1231;"UMARIZAL";19
1232;"UPANEMA";19
1233;"VARZEA";19
1234;"VENHA-VER";19
1235;"VERA CRUZ";19
1236;"VICOSA";19
1237;"VILA FLOR";19
1238;"AGUA BRANCA";20
1239;"AGUIAR";20
1240;"ALAGOA GRANDE";20
1241;"ALAGOA NOVA";20
1242;"ALAGOINHA";20
1243;"ALCANTIL";20
1244;"ALGODAO DE JANDAIRA";20
1245;"ALHANDRA";20
1246;"SAO JOAO DO RIO DO PEIXE";20
1247;"AMPARO";20
1248;"APARECIDA";20
1249;"ARACAGI";20
1250;"ARARA";20
1251;"ARARUNA";20
1252;"AREIA";20
1253;"AREIA DE BARAUNAS";20
1254;"AREIAL";20
1255;"AROEIRAS";20
1256;"ASSUNCAO";20
1257;"BAIA DA TRAICAO";20
1258;"BANANEIRAS";20
1259;"BARAUNA";20
1260;"BARRA DE SANTANA";20
1261;"BARRA DE SANTA ROSA";20
1262;"BARRA DE SAO MIGUEL";20
1263;"BAYEUX";20
1264;"BELEM";20
1265;"BELEM DO BREJO DO CRUZ";20
1266;"BERNARDINO BATISTA";20
1267;"BOA VENTURA";20
1268;"BOA VISTA";20
1269;"BOM JESUS";20
1270;"BOM SUCESSO";20
1271;"BONITO DE SANTA FE";20
1272;"BOQUEIRAO";20
1273;"IGARACY";20
1274;"BORBOREMA";20
1275;"BREJO DO CRUZ";20
1276;"BREJO DOS SANTOS";20
1277;"CAAPORA";20
1278;"CABACEIRAS";20
1279;"CABEDELO";20
1280;"CACHOEIRA DOS INDIOS";20
1281;"CACIMBA DE AREIA";20
1282;"CACIMBA DE DENTRO";20
1283;"CACIMBAS";20
1284;"CAICARA";20
1285;"CAJAZEIRAS";20
1286;"CAJAZEIRINHAS";20
1287;"CALDAS BRANDAO";20
1288;"CAMALAU";20
1289;"CAMPINA GRANDE";20
1290;"CAPIM";20
1291;"CARAUBAS";20
1292;"CARRAPATEIRA";20
1293;"CASSERENGUE";20
1294;"CATINGUEIRA";20
1295;"CATOLE DO ROCHA";20
1296;"CATURITE";20
1297;"CONCEICAO";20
1298;"CONDADO";20
1299;"CONDE";20
1300;"CONGO";20
1301;"COREMAS";20
1302;"COXIXOLA";20
1303;"CRUZ DO ESPIRITO SANTO";20
1304;"CUBATI";20
1305;"CUITE";20
1306;"CUITEGI";20
1307;"CUITE DE MAMANGUAPE";20
1308;"CURRAL DE CIMA";20
1309;"CURRAL VELHO";20
1310;"DAMIAO";20
1311;"DESTERRO";20
1312;"VISTA SERRANA";20
1313;"DIAMANTE";20
1314;"DONA INES";20
1315;"DUAS ESTRADAS";20
1316;"EMAS";20
1317;"ESPERANCA";20
1318;"FAGUNDES";20
1319;"FREI MARTINHO";20
1320;"GADO BRAVO";20
1321;"GUARABIRA";20
1322;"GURINHEM";20
1323;"GURJAO";20
1324;"IBIARA";20
1325;"IMACULADA";20
1326;"INGA";20
1327;"ITABAIANA";20
1328;"ITAPORANGA";20
1329;"ITAPOROROCA";20
1330;"ITATUBA";20
1331;"JACARAU";20
1332;"JERICO";20
1333;"JOAO PESSOA";20
1334;"JUAREZ TAVORA";20
1335;"JUAZEIRINHO";20
1336;"JUNCO DO SERIDO";20
1337;"JURIPIRANGA";20
1338;"JURU";20
1339;"LAGOA";20
1340;"LAGOA DE DENTRO";20
1341;"LAGOA SECA";20
1342;"LASTRO";20
1343;"LIVRAMENTO";20
1344;"LOGRADOURO";20
1345;"LUCENA";20
1346;"MAE D'AGUA";20
1347;"MALTA";20
1348;"MAMANGUAPE";20
1349;"MANAIRA";20
1350;"MARCACAO";20
1351;"MARI";20
1352;"MARIZOPOLIS";20
1353;"MASSARANDUBA";20
1354;"MATARACA";20
1355;"MATINHAS";20
1356;"MATO GROSSO";20
1357;"MATUREIA";20
1358;"MOGEIRO";20
1359;"MONTADAS";20
1360;"MONTE HOREBE";20
1361;"MONTEIRO";20
1362;"MULUNGU";20
1363;"NATUBA";20
1364;"NAZAREZINHO";20
1365;"NOVA FLORESTA";20
1366;"NOVA OLINDA";20
1367;"NOVA PALMEIRA";20
1368;"OLHO D'AGUA";20
1369;"OLIVEDOS";20
1370;"OURO VELHO";20
1371;"PARARI";20
1372;"PASSAGEM";20
1373;"PATOS";20
1374;"PAULISTA";20
1375;"PEDRA BRANCA";20
1376;"PEDRA LAVRADA";20
1377;"PEDRAS DE FOGO";20
1378;"PIANCO";20
1379;"PICUI";20
1380;"PILAR";20
1381;"PILOES";20
1382;"PILOEZINHOS";20
1383;"PIRPIRITUBA";20
1384;"PITIMBU";20
1385;"POCINHOS";20
1386;"POCO DANTAS";20
1387;"POCO DE JOSE DE MOURA";20
1388;"POMBAL";20
1389;"PRATA";20
1390;"PRINCESA ISABEL";20
1391;"PUXINANA";20
1392;"QUEIMADAS";20
1393;"QUIXABA";20
1394;"REMIGIO";20
1395;"PEDRO REGIS";20
1396;"RIACHAO";20
1397;"ASSIS CHATEAUBRIAND";20
1398;"RIACHAO DO POCO";20
1399;"RIACHO DE SANTO ANTONIO";20
1400;"RIACHO DOS CAVALOS";20
1401;"RIO TINTO";20
1402;"SALGADINHO";20
1403;"SALGADO DE SAO FELIX";20
1404;"SANTA CECILIA DE UMBUZEIR";20
1405;"SANTA CRUZ";20
1406;"SANTA HELENA";20
1407;"SANTA INES";20
1408;"SANTA LUZIA";20
1409;"SANTANA DE MANGUEIRA";20
1410;"SANTANA DOS GARROTES";20
1411;"SANTAREM";20
1412;"SANTA RITA";20
1413;"SANTA TERESINHA";20
1414;"SANTO ANDRE";20
1415;"SAO BENTO";20
1416;"SAO BENTO DE POMBAL";20
1417;"SAO DOMINGOS DO CARIRI";20
1418;"SAO DOMINGOS DE POMBAL";20
1419;"SAO FRANCISCO";20
1420;"SAO JOAO DO CARIRI";20
1421;"SAO JOAO DO TIGRE";20
1422;"SAO JOSE DA LAGOA TAPADA";20
1423;"SAO JOSE DE CAIANA";20
1424;"SAO JOSE DE ESPINHARAS";20
1425;"SAO JOSE DOS RAMOS";20
1426;"SAO JOSE DE PIRANHAS";20
1427;"SAO JOSE DE PRINCESA";20
1428;"SAO JOSE DO BONFIM";20
1429;"SAO JOSE DO BREJO DO CRUZ";20
1430;"SAO JOSE DO SABUGI";20
1431;"SAO JOSE DOS CORDEIROS";20
1432;"SAO MAMEDE";20
1433;"SAO MIGUEL DE TAIPU";20
1434;"SAO SEBASTIAO DE LAGOA DE";20
1435;"SAO SEBASTIAO DO UMBUZEIR";20
1436;"SAPE";20
1437;"SERIDO";20
1438;"SERRA BRANCA";20
1439;"SERRA DA RAIZ";20
1440;"SERRA GRANDE";20
1441;"SERRA REDONDA";20
1442;"SERRARIA";20
1443;"SERTAOZINHO";20
1444;"SOBRADO";20
1445;"SOLANEA";20
1446;"SOLEDADE";20
1447;"SOSSEGO";20
1448;"SOUSA";20
1449;"SUME";20
1450;"TACIMA";20
1451;"TAPEROA";20
1452;"TAVARES";20
1453;"TEIXEIRA";20
1454;"TENORIO";20
1455;"TRIUNFO";20
1456;"UIRAUNA";20
1457;"UMBUZEIRO";20
1458;"VARZEA";20
1459;"VIEIROPOLIS";20
1460;"ZABELE";20
1461;"ABREU E LIMA";21
1462;"AFOGADOS DA INGAZEIRA";21
1463;"AFRANIO";21
1464;"AGRESTINA";21
1465;"AGUA PRETA";21
1466;"AGUAS BELAS";21
1467;"ALAGOINHA";21
1468;"ALIANCA";21
1469;"ALTINHO";21
1470;"AMARAJI";21
1471;"ANGELIM";21
1472;"ARACOIABA";21
1473;"ARARIPINA";21
1474;"ARCOVERDE";21
1475;"BARRA DE GUABIRABA";21
1476;"BARREIROS";21
1477;"BELEM DE MARIA";21
1478;"BELEM DE SAO FRANCISCO";21
1479;"BELO JARDIM";21
1480;"BETANIA";21
1481;"BEZERROS";21
1482;"BODOCO";21
1483;"BOM CONSELHO";21
1484;"BOM JARDIM";21
1485;"BONITO";21
1486;"BREJAO";21
1487;"BREJINHO";21
1488;"BREJO DA MADRE DE DEUS";21
1489;"BUENOS AIRES";21
1490;"BUIQUE";21
1491;"CABO DE SANTO AGOSTINHO";21
1492;"CABROBO";21
1493;"CACHOEIRINHA";21
1494;"CAETES";21
1495;"CALCADO";21
1496;"CALUMBI";21
1497;"CAMARAGIBE";21
1498;"CAMOCIM DE SAO FELIX";21
1499;"CAMUTANGA";21
1500;"CANHOTINHO";21
1501;"CAPOEIRAS";21
1502;"CARNAIBA";21
1503;"CARNAUBEIRA DA PENHA";21
1504;"CARPINA";21
1505;"CARUARU";21
1506;"CASINHAS";21
1507;"CATENDE";21
1508;"CEDRO";21
1509;"CHA DE ALEGRIA";21
1510;"CHA GRANDE";21
1511;"CONDADO";21
1512;"CORRENTES";21
1513;"CORTES";21
1514;"CUMARU";21
1515;"CUPIRA";21
1516;"CUSTODIA";21
1517;"DORMENTES";21
1518;"ESCADA";21
1519;"EXU";21
1520;"FEIRA NOVA";21
1521;"FERNANDO DE NORONHA";21
1522;"FERREIROS";21
1523;"FLORES";21
1524;"FLORESTA";21
1525;"FREI MIGUELINHO";21
1526;"GAMELEIRA";21
1527;"GARANHUNS";21
1528;"GLORIA DO GOITA";21
1529;"GOIANA";21
1530;"GRANITO";21
1531;"GRAVATA";21
1532;"IATI";21
1533;"IBIMIRIM";21
1534;"IBIRAJUBA";21
1535;"IGARASSU";21
1536;"IGUARACI";21
1537;"INAJA";21
1538;"INGAZEIRA";21
1539;"IPOJUCA";21
1540;"IPUBI";21
1541;"ITACURUBA";21
1542;"ITAIBA";21
1543;"ITAMARACA";21
1544;"ITAMBE";21
1545;"ITAPETIM";21
1546;"ITAPISSUMA";21
1547;"ITAQUITINGA";21
1548;"JABOATAO DOS GUARARAPES";21
1549;"JAQUEIRA";21
1550;"JATAUBA";21
1551;"JATOBA";21
1552;"JOAO ALFREDO";21
1553;"JOAQUIM NABUCO";21
1554;"JUCATI";21
1555;"JUPI";21
1556;"JUREMA";21
1557;"LAGOA DO CARRO";21
1558;"LAGOA DO ITAENGA";21
1559;"LAGOA DO OURO";21
1560;"LAGOA DOS GATOS";21
1561;"LAGOA GRANDE";21
1562;"LAJEDO";21
1563;"LIMOEIRO";21
1564;"MACAPARANA";21
1565;"MACHADOS";21
1566;"MANARI";21
1567;"MARAIAL";21
1568;"MIRANDIBA";21
1569;"MORENO";21
1570;"NAZARE DA MATA";21
1571;"OLINDA";21
1572;"OROBO";21
1573;"OROCO";21
1574;"OURICURI";21
1575;"PALMARES";21
1576;"PALMEIRINA";21
1577;"PANELAS";21
1578;"PARANATAMA";21
1579;"PARNAMIRIM";21
1580;"PASSIRA";21
1581;"PAUDALHO";21
1582;"PAULISTA";21
1583;"PEDRA";21
1584;"PESQUEIRA";21
1585;"PETROLANDIA";21
1586;"PETROLINA";21
1587;"POCAO";21
1588;"POMBOS";21
1589;"PRIMAVERA";21
1590;"QUIPAPA";21
1591;"QUIXABA";21
1592;"RECIFE";21
1593;"RIACHO DAS ALMAS";21
1594;"RIBEIRAO";21
1595;"RIO FORMOSO";21
1596;"SAIRE";21
1597;"SALGADINHO";21
1598;"SALGUEIRO";21
1599;"SALOA";21
1600;"SANHARO";21
1601;"SANTA CRUZ";21
1602;"SANTA CRUZ DA BAIXA VERDE";21
1603;"SANTA CRUZ DO CAPIBARIBE";21
1604;"SANTA FILOMENA";21
1605;"SANTA MARIA DA BOA VISTA";21
1606;"SANTA MARIA DO CAMBUCA";21
1607;"SANTA TEREZINHA";21
1608;"SAO BENEDITO DO SUL";21
1609;"SAO BENTO DO UNA";21
1610;"SAO CAITANO";21
1611;"SAO JOAO";21
1612;"SAO JOAQUIM DO MONTE";21
1613;"SAO JOSE DA COROA GRANDE";21
1614;"SAO JOSE DO BELMONTE";21
1615;"SAO JOSE DO EGITO";21
1616;"SAO LOURENCO DA MATA";21
1617;"SAO VICENTE FERRER";21
1618;"SERRA TALHADA";21
1619;"SERRITA";21
1620;"SERTANIA";21
1621;"SIRINHAEM";21
1622;"MOREILANDIA";21
1623;"SOLIDAO";21
1624;"SURUBIM";21
1625;"TABIRA";21
1626;"TACAIMBO";21
1627;"TACARATU";21
1628;"TAMANDARE";21
1629;"TAQUARITINGA DO NORTE";21
1630;"TEREZINHA";21
1631;"TERRA NOVA";21
1632;"TIMBAUBA";21
1633;"TORITAMA";21
1634;"TRACUNHAEM";21
1635;"TRINDADE";21
1636;"TRIUNFO";21
1637;"TUPANATINGA";21
1638;"TUPARETAMA";21
1639;"VENTUROSA";21
1640;"VERDEJANTE";21
1641;"VERTENTE DO LERIO";21
1642;"VERTENTES";21
1643;"VICENCIA";21
1644;"VITORIA DE SANTO ANTAO";21
1645;"XEXEU";21
1646;"AGUA BRANCA";23
1647;"ANADIA";23
1648;"ARAPIRACA";23
1649;"ATALAIA";23
1650;"BARRA DE SANTO ANTONIO";23
1651;"BARRA DE SAO MIGUEL";23
1652;"BATALHA";23
1653;"BELEM";23
1654;"BELO MONTE";23
1655;"BOCA DA MATA";23
1656;"BRANQUINHA";23
1657;"CACIMBINHAS";23
1658;"CAJUEIRO";23
1659;"CAMPESTRE";23
1660;"CAMPO ALEGRE";23
1661;"CAMPO GRANDE";23
1662;"CANAPI";23
1663;"CAPELA";23
1664;"CARNEIROS";23
1665;"CHA PRETA";23
1666;"COITE DO NOIA";23
1667;"COLONIA LEOPOLDINA";23
1668;"COQUEIRO SECO";23
1669;"CORURIPE";23
1670;"CRAIBAS";23
1671;"DELMIRO GOUVEIA";23
1672;"DOIS RIACHOS";23
1673;"ESTRELA DE ALAGOAS";23
1674;"FEIRA GRANDE";23
1675;"FELIZ DESERTO";23
1676;"FLEXEIRAS";23
1677;"GIRAU DO PONCIANO";23
1678;"IBATEGUARA";23
1679;"IGACI";23
1680;"IGREJA NOVA";23
1681;"INHAPI";23
1682;"JACARE DOS HOMENS";23
1683;"JACUIPE";23
1684;"JAPARATINGA";23
1685;"JARAMATAIA";23
1686;"JOAQUIM GOMES";23
1687;"JUNDIA";23
1688;"JUNQUEIRO";23
1689;"LAGOA DA CANOA";23
1690;"LIMOEIRO DE ANADIA";23
1691;"MACEIO";23
1692;"MAJOR ISIDORO";23
1693;"MARAGOGI";23
1694;"MARAVILHA";23
1695;"MARECHAL DEODORO";23
1696;"MARIBONDO";23
1697;"MAR VERMELHO";23
1698;"MATA GRANDE";23
1699;"MATRIZ DE CAMARAGIBE";23
1700;"MESSIAS";23
1701;"MINADOR DO NEGRAO";23
1702;"MONTEIROPOLIS";23
1703;"MURICI";23
1704;"NOVO LINO";23
1705;"OLHO D'AGUA DAS FLORES";23
1706;"OLHO D'AGUA DO CASADO";23
1707;"OLHO D'AGUA GRANDE";23
1708;"OLIVENCA";23
1709;"OURO BRANCO";23
1710;"PALESTINA";23
1711;"PALMEIRA DOS INDIOS";23
1712;"PAO DE ACUCAR";23
1713;"PARICONHA";23
1714;"PARIPUEIRA";23
1715;"PASSO DE CAMARAGIBE";23
1716;"PAULO JACINTO";23
1717;"PENEDO";23
1718;"PIACABUCU";23
1719;"PILAR";23
1720;"PINDOBA";23
1721;"PIRANHAS";23
1722;"POCO DAS TRINCHEIRAS";23
1723;"PORTO CALVO";23
1724;"PORTO DE PEDRAS";23
1725;"PORTO REAL DO COLEGIO";23
1726;"QUEBRANGULO";23
1727;"RIO LARGO";23
1728;"ROTEIRO";23
1729;"SANTA LUZIA DO NORTE";23
1730;"SANTANA DO IPANEMA";23
1731;"SANTANA DO MUNDAU";23
1732;"SAO BRAS";23
1733;"SAO JOSE DA LAJE";23
1734;"SAO JOSE DA TAPERA";23
1735;"SAO LUIS DO QUITUNDE";23
1736;"SAO MIGUEL DOS CAMPOS";23
1737;"SAO MIGUEL DOS MILAGRES";23
1738;"SAO SEBASTIAO";23
1739;"SATUBA";23
1740;"SENADOR RUI PALMEIRA";23
1741;"TANQUE D'ARCA";23
1742;"TAQUARANA";23
1743;"TEOTONIO VILELA";23
1744;"TRAIPU";23
1745;"UNIAO DOS PALMARES";23
1746;"VICOSA";23
1747;"AMPARO DE SAO FRANCISCO";22
1748;"AQUIDABA";22
1749;"ARACAJU";22
1750;"ARAUA";22
1751;"AREIA BRANCA";22
1752;"BARRA DOS COQUEIROS";22
1753;"BOQUIM";22
1754;"BREJO GRANDE";22
1755;"CAMPO DO BRITO";22
1756;"CANHOBA";22
1757;"CANINDE DE SAO FRANCISCO";22
1758;"CAPELA";22
1759;"CARIRA";22
1760;"CARMOPOLIS";22
1761;"CEDRO DE SAO JOAO";22
1762;"CRISTINAPOLIS";22
1763;"CUMBE";22
1764;"DIVINA PASTORA";22
